Depth (ft)	Density (g/cc)
4118.5	2.6592
4119	2.6289
4119.5	2.6315
4120	2.6528
4120.5	2.6663
4121	2.655
4121.5	2.6348
4122	2.5894
4122.5	2.6689
4123	2.6913
4123.5	2.6781
4124	2.6512
4124.5	2.632
4125	2.6625
4125.5	2.6203
4126	2.6728
4126.5	2.6735
4127	2.6537
4127.5	2.6429
4128	2.6291
4128.5	2.6587
4129	2.68
4129.5	2.6478
4130	2.6498
4130.5	2.6764
4131	2.6663
4131.5	2.6876
4132	2.6519
4132.5	2.6439
4133	2.6596
4133.5	2.6519
4134	2.6447
4134.5	2.6733
4135	2.6502
4135.5	2.6386
4136	2.6058
4136.5	2.6071
4137	2.6351
4137.5	2.6372
4138	2.6604
4138.5	2.6461
4139	2.6443
4139.5	2.6397
4140	2.64
4140.5	2.564
4141	2.6375
4141.5	2.6576
4142	2.6751
4142.5	2.6466
4143	2.6416
4143.5	2.6522
4144	2.6357
4144.5	2.6415
4145	2.6394
4145.5	2.6428
4146	2.6497
4146.5	2.67
4147	2.6794
4147.5	2.6622
4148	2.6665
4148.5	2.6681
4149	2.6699
4149.5	2.6636
4150	2.6499
4150.5	2.6883
4151	2.6678
4151.5	2.6371
4152	2.6575
4152.5	2.6743
4153	2.6566
4153.5	2.6536
4154	2.6598
4154.5	2.6759
4155	2.6658
4155.5	2.6606
4156	2.6372
4156.5	2.6591
4157	2.6599
4157.5	2.6313
4158	2.6559
4158.5	2.6576
4159	2.6539
4159.5	2.6634
4160	2.6374
4160.5	2.643
4161	2.6437
4161.5	2.6621
4162	2.6068
4162.5	2.5931
4163	2.5709
4163.5	2.6001
4164	2.5923
4164.5	2.489
4165	2.5807
4165.5	2.6507
4166	2.673
4166.5	2.6253
4167	2.6212
4167.5	2.6332
4168	2.623
4168.5	2.6344
4169	2.5718
4169.5	2.5465
4170	2.5697
4170.5	2.5634
4171	2.6137
4171.5	2.6276
4172	2.5996
4172.5	2.5913
4173	2.5896
4173.5	2.5441
4174	2.5714
4174.5	2.6091
4175	2.4887
4175.5	2.6261
4176	2.6319
4176.5	2.5882
4177	2.6017
4177.5	2.6323
4178	2.6724
4178.5	2.6592
4179	2.6805
4179.5	2.6643
4180	2.6632
4180.5	2.6405
4181	2.6427
4181.5	2.616
4182	2.604
4182.5	2.6132
4183	2.6332
4183.5	2.6396
4184	2.6299
4184.5	2.5952
4185	2.5853
4185.5	2.6052
4186	2.5842
4186.5	2.5929
4187	2.605
4187.5	2.6237
4188	2.6049
4188.5	2.6226
4189	2.6154
4189.5	2.6222
4190	2.6086
4190.5	2.6195
4191	2.6281
4191.5	2.6446
4192	2.6564
4192.5	2.6489
4193	2.6111
4193.5	2.5888
4194	2.6144
4194.5	2.617
4195	2.595
4195.5	2.6122
4196	2.6452
4196.5	2.6572
4197	2.6088
4197.5	2.6161
4198	2.65
4198.5	2.673
4199	2.6881
4199.5	2.6543
4200	2.6255
4200.5	2.6289
4201	2.6616
4201.5	2.6641
4202	2.6468
4202.5	2.6424
4203	2.6582
4203.5	2.6472
4204	2.6801
4204.5	2.7126
4205	2.623
4205.5	2.5123
4206	2.7317
4206.5	2.7437
4207	2.6801
4207.5	2.6903
4208	2.5612
4208.5	2.5306
4209	2.7418
4209.5	2.6847
4210	2.6101
4210.5	2.5737
4211	2.5446
4211.5	2.575
4212	2.5645
4212.5	2.5687
4213	2.5614
4213.5	2.6422
4214	2.612
4214.5	2.6209
4215	2.6416
4215.5	2.6328
4216	2.689
4216.5	2.7211
4217	2.6669
4217.5	2.6741
4218	2.6575
4218.5	2.6587
4219	2.6604
4219.5	2.6277
4220	2.6354
4220.5	2.668
4221	2.6265
4221.5	2.6273
4222	2.647
4222.5	2.651
4223	2.6434
4223.5	2.6352
4224	2.6439
4224.5	2.6513
4225	2.6694
4225.5	2.6459
4226	2.3278
4226.5	2.6773
4227	2.6643
4227.5	2.6559
4228	2.6617
4228.5	2.6499
4229	2.6392
4229.5	2.6349
4230	2.6294
4230.5	2.6233
4231	2.6551
4231.5	2.6579
4232	2.6072
4232.5	2.598
4233	2.6182
4233.5	2.6176
4234	2.6319
4234.5	2.6531
4235	2.6075
4235.5	2.6128
4236	2.6241
4236.5	2.6473
4237	2.6268
4237.5	2.6367
4238	2.6516
4238.5	2.6476
4239	2.6428
4239.5	2.6337
4240	2.6438
4240.5	2.6266
4241	2.6202
4241.5	2.6401
4242	2.6174
4242.5	2.6252
4243	2.6431
4243.5	2.6786
4244	2.7077
4244.5	2.6945
4245	2.6649
4245.5	2.6189
4246	2.643
4246.5	2.6551
4247	2.6802
4247.5	2.6514
4248	2.6249
4248.5	2.6348
4249	2.6597
4249.5	2.7061
4250	2.649
4250.5	2.6528
4251	2.6352
4251.5	2.6321
4252	2.6337
4252.5	2.6795
4253	2.6319
4253.5	2.6396
4254	2.6551
4254.5	2.6527
4255	2.6313
4255.5	2.6201
4256	2.6688
4256.5	2.6641
4257	2.6958
4257.5	2.6208
4258	2.649
4258.5	2.6078
4259	2.7012
4259.5	2.6484
4260	2.6616
4260.5	2.6449
4261	2.6418
4261.5	2.6221
4262	2.641
4262.5	2.6346
4263	2.621
4263.5	2.6634
4264	2.6611
4264.5	2.6762
4265	2.6626
4265.5	2.6455
4266	2.6555
4266.5	2.7
4267	2.6723
4267.5	2.834
4268	2.6596
4268.5	2.6012
4269	2.6286
4269.5	2.6732
4270	2.6717
4270.5	2.6647
4271	2.7988
4271.5	2.7134
4272	2.6302
4272.5	2.6473
4273	2.6425
4273.5	2.6562
4274	2.6473
4274.5	2.6377
4275	2.6246
4275.5	2.6389
4276	2.6165
4276.5	2.6439
4277	2.7799
4277.5	2.6236
4278	2.6564
4278.5	2.6499
4279	2.6713
4279.5	2.6878
4280	2.6743
4280.5	2.6748
4281	2.6438
4281.5	2.6208
4282	2.6153
4282.5	2.6639
4283	2.6472
4283.5	2.6256
4284	2.6455
4284.5	2.6193
4285	2.6508
4285.5	2.6714
4286	2.6336
4286.5	2.646
4287	2.6312
4287.5	2.6451
4288	2.6906
4288.5	2.6547
4289	2.6614
4289.5	2.6928
4290	2.7274
4290.5	2.6682
4291	2.6569
4291.5	2.6558
4292	2.6538
4292.5	2.6468
4293	2.6392
4293.5	2.6619
4294	2.6891
4294.5	2.641
4295	2.7063
4295.5	2.6338
4296	2.6211
4296.5	2.6816
4297	2.6477
4297.5	2.6501
4298	2.6365
4298.5	2.669
4299	2.6899
4299.5	2.6579
4300	2.6491
4300.5	2.6594
4301	2.6189
4301.5	2.6183
4302	2.6443
4302.5	2.6469
4303	2.6441
4303.5	2.6607
4304	2.6418
4304.5	2.6493
4305	2.6478
4305.5	2.6394
4306	2.6405
4306.5	2.6668
4307	2.6789
4307.5	2.6483
4308	2.6237
4308.5	2.6218
4309	2.6295
4309.5	2.6147
4310	2.6237
4310.5	2.5865
4311	2.6027
4311.5	2.6307
4312	2.6311
4312.5	2.6423
4313	2.6386
4313.5	2.6127
4314	2.6081
4314.5	2.6313
4315	2.6331
4315.5	2.6066
4316	2.6177
4316.5	2.6385
4317	2.6374
4317.5	2.6457
4318	2.6448
4318.5	2.6174
4319	2.6055
4319.5	2.6302
4320	2.6207
4320.5	2.6087
4321	2.6236
4321.5	2.623
4322	2.6202
4322.5	2.6352
4323	2.6644
4323.5	2.6517
4324	2.6313
4324.5	2.6325
4325	2.6049
4325.5	2.6231
4326	2.629
4326.5	2.611
4327	2.6226
4327.5	2.6222
4328	2.596
4328.5	2.6059
4329	2.6066
4329.5	2.6457
4330	2.6357
4330.5	2.6265
4331	2.6481
4331.5	2.6405
4332	2.6182
4332.5	2.6098
4333	2.6234
4333.5	2.5926
4334	2.6274
4334.5	2.6064
4335	2.6083
4335.5	2.597
4336	2.6105
4336.5	2.6107
4337	2.6166
4337.5	2.6269
4338	2.6451
4338.5	2.6139
4339	2.611
4339.5	2.5924
4340	2.6133
4340.5	2.622
4341	2.6345
4341.5	2.7894
4342	2.6078
4342.5	2.6151
4343	2.6179
4343.5	2.6462
4344	2.6117
4344.5	2.6486
4345	2.6283
4345.5	2.6387
4346	2.6418
4346.5	2.6597
4347	2.6565
4347.5	2.6644
4348	2.6419
4348.5	2.634
4349	2.6442
4349.5	2.6221
4350	2.6323
4350.5	2.6376
4351	2.6193
4351.5	2.6474
4352	2.6406
4352.5	2.6534
4353	2.6261
4353.5	2.6189
4354	2.8456
4354.5	2.6931
4355	2.6743
4355.5	2.6732
4356	2.6504
4356.5	2.6346
4357	2.6077
4357.5	2.6151
4358	2.6034
4358.5	2.6043
4359	2.6071
4359.5	2.621
4360	2.628
4360.5	2.6201
4361	2.6236
4361.5	2.6357
4362	2.6331
4362.5	2.6444
4363	2.6412
4363.5	2.6303
4364	2.5985
4364.5	2.627
4365	2.6354
4365.5	2.6517
4366	2.673
4366.5	2.6982
4367	2.6619
4367.5	2.6316
4368	2.6634
4368.5	2.6939
4369	2.6676
4369.5	2.6653
4370	2.6684
4370.5	2.6593
4371	2.6833
4371.5	2.6642
4372	2.6466
4372.5	2.6673
4373	2.6517
4373.5	2.655
4374	2.678
4374.5	2.6648
4375	2.6783
4375.5	2.6527
4376	2.6388
4376.5	2.6342
4377	2.6487
4377.5	2.6559
4378	2.6732
4378.5	2.6653
4379	2.6521
4379.5	2.6537
4380	2.6878
4380.5	2.6328
4381	2.6861
4381.5	2.6493
4382	2.6259
4382.5	2.6417
4383	2.6487
4383.5	2.6429
4384	2.6639
4384.5	2.6562
4385	2.6403
4385.5	2.6205
4386	2.6573
4386.5	2.6617
4387	2.6487
4387.5	2.6116
4388	2.62
4388.5	2.6151
4389	2.6348
4389.5	2.6303
4390	2.7096
4390.5	2.6307
4391	2.6564
4391.5	2.6604
4392	2.6597
4392.5	2.6381
4393	2.6592
4393.5	2.6512
4394	2.6352
4394.5	2.6362
4395	2.6521
4395.5	2.6559
4396	2.704
4396.5	2.6917
4397	2.6675
4397.5	2.6642
4398	2.6507
4398.5	2.6256
4399	2.637
4399.5	2.677
4400	2.6118
4400.5	2.6174
4401	2.6428
4401.5	2.6201
4402	2.6266
4402.5	2.6231
4403	2.6488
4403.5	2.6527
4404	2.6608
4404.5	2.6632
4405	2.6586
4405.5	2.6221
4406	2.6459
4406.5	2.6498
4407	2.6505
4407.5	2.6642
4408	2.6287
4408.5	2.6527
4409	2.6306
4409.5	2.6144
4410	2.6339
4410.5	2.6384
4411	2.6496
4411.5	2.6814
4412	2.7358
4412.5	2.6599
4413	2.6435
4413.5	2.6368
4414	2.6313
4414.5	2.6404
4415	2.6544
4415.5	2.6481
4416	2.6625
4416.5	2.6621
4417	2.6622
4417.5	2.6297
4418	2.6435
4418.5	2.6598
4419	2.6674
4419.5	2.6526
4420	2.6498
4420.5	2.6543
4421	2.6489
4421.5	2.6782
4422	2.682
4422.5	2.6683
4423	2.6605
4423.5	2.7009
4424	2.6164
4424.5	2.6624
4425	2.6788
4425.5	2.7064
4426	2.6639
4426.5	2.6606
4427	2.6482
4427.5	2.6532
4428	2.6535
4428.5	2.6303
4429	2.6504
4429.5	2.6232
4430	2.6295
4430.5	2.6492
4431	2.6656
4431.5	2.6706
4432	2.6649
4432.5	2.6235
4433	2.767
4433.5	2.6445
4434	2.6434
4434.5	2.6379
4435	2.6311
4435.5	2.6347
4436	2.6352
4436.5	2.759
4437	2.6654
4437.5	2.6607
4438	2.6721
4438.5	2.6925
4439	2.6547
4439.5	2.6607
4440	2.6355
4440.5	2.6337
4441	2.6512
4441.5	2.6378
4442	2.6307
4442.5	2.6333
4443	2.6109
4443.5	2.6081
4444	2.6103
4444.5	2.6269
4445	2.61
4445.5	2.6436
4446	2.6424
4446.5	2.6595
4447	2.6396
4447.5	2.6278
4448	2.6351
4448.5	2.6253
4449	2.6096
4449.5	2.6533
4450	2.6459
4450.5	2.6575
4451	2.6466
4451.5	2.686
4452	2.5666
4452.5	2.5417
4453	2.6734
4453.5	2.6504
4454	2.6254
4454.5	2.5933
4455	2.608
4455.5	2.5648
4456	2.4904
4456.5	2.6589
4457	2.6403
4457.5	2.6204
4458	2.5874
4458.5	2.6059
4459	2.5899
4459.5	2.6603
4460	2.6855
4460.5	2.6767
4461	2.6819
4461.5	2.6603
4462	2.6601
4462.5	2.6819
4463	2.6961
4463.5	2.6221
4464	2.6398
4464.5	2.6425
4465	2.648
4465.5	2.6559
4466	2.6565
4466.5	2.675
4467	2.6478
4467.5	2.6274
4468	2.5957
4468.5	2.5879
4469	2.6156
4469.5	2.6107
4470	2.6146
4470.5	2.6624
4471	2.6852
4471.5	2.7041
4472	2.6555
4472.5	2.6569
4473	2.6511
4473.5	2.634
4474	2.5944
4474.5	2.5744
4475	2.6233
4475.5	2.6578
4476	2.6239
4476.5	2.6161
4477	2.6611
4477.5	2.6506
4478	2.6578
4478.5	2.6458
4479	2.6251
4479.5	2.6022
4480	2.664
4480.5	2.6746
4481	2.6559
4481.5	2.6486
4482	2.6633
4482.5	2.6502
4483	2.6204
4483.5	2.6029
4484	2.5973
4484.5	2.5383
4485	2.6248
4485.5	2.6536
4486	2.6602
4486.5	2.6687
4487	2.6449
4487.5	2.66
4488	2.6505
4488.5	2.6676
4489	2.6517
4489.5	2.6626
4490	2.6777
4490.5	2.4895
4491	2.58
4491.5	2.5472
4492	2.6603
4492.5	2.7335
4493	2.6494
4493.5	2.6117
4494	2.6343
4494.5	2.6747
4495	2.64
4495.5	2.639
4496	2.6508
4496.5	2.686
4497	2.6734
4497.5	2.6256
4498	2.6373
4498.5	2.6316
4499	2.63
4499.5	2.6017
4500	2.5886
4500.5	2.5939
4501	2.5816
4501.5	2.6256
4502	2.622
4502.5	2.6341
4503	2.6407
4503.5	2.644
4504	2.6466
4504.5	2.6586
4505	2.6471
4505.5	2.6411
4506	2.6228
4506.5	2.6309
4507	2.6249
4507.5	2.6446
4508	2.6643
4508.5	2.6492
4509	2.6457
4509.5	2.6198
4510	2.6301
4510.5	2.6537
4511	2.6893
4511.5	2.6842
4512	2.6407
4512.5	2.6052
4513	2.6312
4513.5	2.6126
4514	2.6203
4514.5	2.6403
4515	2.6362
4515.5	2.6266
4516	2.6164
4516.5	2.643
4517	2.6255
4517.5	2.624
4518	2.6227
4518.5	2.6279
4519	2.6357
4519.5	2.6408
4520	2.643
4520.5	2.6304
4521	2.6553
4521.5	2.6433
4522	2.634
4522.5	2.609
4523	2.6151
4523.5	2.61
4524	2.6437
4524.5	2.6493
4525	2.6595
4525.5	2.6639
4526	2.6589
4526.5	2.8004
4527	2.7403
4527.5	2.6252
4528	2.6375
4528.5	2.6529
4529	2.6429
4529.5	2.6294
4530	2.6385
4530.5	2.6219
4531	2.6114
4531.5	2.6071
4532	2.6846
4532.5	2.6737
4533	2.584
4533.5	2.6041
4534	2.62
4534.5	2.6356
4535	2.6125
4535.5	2.6165
4536	2.5923
4536.5	2.613
4537	2.6363
4537.5	2.6645
4538	2.6802
4538.5	2.6733
4539	2.6457
4539.5	2.6496
4540	2.6455
4540.5	2.6279
4541	2.6231
4541.5	2.6426
4542	2.5497
4542.5	2.5615
4543	2.7412
4543.5	2.6796
4544	2.6638
4544.5	2.6878
4545	2.6607
4545.5	2.6593
4546	2.6608
4546.5	2.6407
4547	2.4721
4547.5	2.5246
4548	2.5443
4548.5	2.5402
4549	2.6985
4549.5	2.6565
4550	2.5876
4550.5	2.5621
4551	2.5581
4551.5	2.565
4552	2.6365
4552.5	2.6643
4553	2.684
4553.5	2.6945
4554	2.7018
4554.5	2.4979
4555	2.6294
4555.5	2.5464
4556	2.5839
4556.5	2.6561
4557	2.6384
4557.5	2.6367
4558	2.6416
4558.5	2.5891
4559	2.7153
4559.5	2.7051
4560	2.6813
4560.5	2.7292
4561	2.6772
4561.5	2.678
4562	2.6733
4562.5	2.6548
4563	2.6628
4563.5	2.6715
4564	2.6765
4564.5	2.6578
4565	2.6242
4565.5	2.6372
4566	2.6192
4566.5	2.6459
4567	2.6244
4567.5	2.6626
4568	2.6559
4568.5	2.6593
4569	2.6283
4569.5	2.6277
4570	2.6425
4570.5	2.6261
4571	2.584
4571.5	2.5947
4572	2.6016
4572.5	2.6266
4573	2.6329
4573.5	2.6219
4574	2.6066
4574.5	2.6096
4575	2.6126
4575.5	2.5952
4576	2.649
4576.5	2.5316
4577	2.6745
4577.5	2.6562
4578	2.6459
4578.5	2.6156
4579	2.6144
4579.5	2.6356
4580	2.6357
4580.5	2.6495
4581	2.5881
4581.5	2.5422
4582	2.649
4582.5	2.6639
4583	2.6361
4583.5	2.6399
4584	2.6403
4584.5	2.6712
4585	2.6725
4585.5	2.6435
4586	2.6194
4586.5	2.5015
4587	2.6791
4587.5	2.6697
4588	2.6621
4588.5	2.6222
4589	2.6079
4589.5	2.6339
4590	2.7747
4590.5	2.7404
4591	2.5502
4591.5	2.6152
4592	2.7502
4592.5	2.7127
4593	2.5543
4593.5	2.6113
4594	2.6645
4594.5	2.6537
4595	2.6564
4595.5	2.6613
4596	2.6382
4596.5	2.6324
4597	2.6257
4597.5	2.6478
4598	2.638
4598.5	2.6296
4599	2.6413
4599.5	2.6539
4600	2.6664
4600.5	2.6529
4601	2.6469
4601.5	2.6537
4602	2.6722
4602.5	2.6539
4603	2.7028
4603.5	2.5365
4604	2.5822
4604.5	2.5571
4605	2.7018
4605.5	2.6474
4606	2.6303
4606.5	2.6523
4607	2.6572
4607.5	2.684
4608	2.6935
4608.5	2.6834
4609	2.6781
4609.5	2.6246
4610	2.6375
4610.5	2.6422
4611	2.598
4611.5	2.6938
4612	2.698
4612.5	2.7333
4613	2.7481
4613.5	2.5983
4614	2.5402
4614.5	2.7188
4615	2.6966
4615.5	2.6335
4616	2.6271
4616.5	2.6239
4617	2.6345
4617.5	2.6472
4618	2.6848
4618.5	2.6638
4619	2.6344
4619.5	2.5405
4620	2.5694
4620.5	2.7895
4621	2.5754
4621.5	2.4962
4622	2.6972
4622.5	2.5187
4623	2.6326
4623.5	2.6809
4624	2.6671
4624.5	2.6394
4625	2.5724
4625.5	2.733
4626	2.708
4626.5	2.6736
4627	2.6288
4627.5	2.616
4628	2.6123
4628.5	2.6661
4629	2.6691
4629.5	2.6297
4630	2.6483
4630.5	2.6473
4631	2.6451
4631.5	2.6447
4632	2.6601
4632.5	2.6575
4633	2.6947
4633.5	2.6908
4634	2.6755
4634.5	2.6557
4635	2.6625
4635.5	2.658
4636	2.641
4636.5	2.6503
4637	2.6343
4637.5	2.5397
4638	2.6675
4638.5	2.6713
4639	2.702
4639.5	2.6295
4640	2.6196
4640.5	2.6321
4641	2.6595
4641.5	2.6345
4642	2.6404
4642.5	2.644
4643	2.6624
4643.5	2.6528
4644	2.672
4644.5	2.6527
4645	2.6488
4645.5	2.6452
4646	2.6094
4646.5	2.6361
4647	2.6511
4647.5	2.6744
4648	2.6476
4648.5	2.6248
4649	2.6088
4649.5	2.6249
4650	2.6513
4650.5	2.6466
4651	2.6851
4651.5	2.6606
4652	2.6663
4652.5	2.6827
4653	2.6637
4653.5	2.6664
4654	2.6485
4654.5	2.6595
4655	2.7678
4655.5	2.6566
4656	2.6926
4656.5	2.6882
4657	2.6776
4657.5	2.6641
4658	2.6902
4658.5	2.6859
4659	2.6031
4659.5	2.63
4660	2.6369
4660.5	2.6326
4661	2.6324
4661.5	2.6581
4662	2.6305
4662.5	2.6862
4663	2.8216
4663.5	2.6376
4664	2.6573
4664.5	2.6584
4665	2.653
4665.5	2.6483
4666	2.6443
4666.5	2.6226
4667	2.6335
4667.5	2.663
4668	2.6403
4668.5	2.6394
4669	2.6448
4669.5	2.6258
4670	2.648
4670.5	2.6644
4671	2.6786
4671.5	2.6783
4672	2.6519
4672.5	2.6378
4673	2.6722
4673.5	2.628
4674	2.6261
4674.5	2.6289
4675	2.6229
4675.5	2.6435
4676	2.6464
4676.5	2.6326
4677	2.6497
4677.5	2.6778
4678	2.6715
4678.5	2.672
4679	2.6594
4679.5	2.6449
4680	2.6215
4680.5	2.665
4681	2.749
4681.5	2.6606
4682	2.6746
4682.5	2.6689
4683	2.6716
4683.5	2.6304
4684	2.6454
4684.5	2.6711
4685	2.6718
4685.5	2.6325
4686	2.6385
4686.5	2.6456
4687	2.6572
4687.5	2.6342
4688	2.6612
4688.5	2.6425
4689	2.6546
4689.5	2.6991
4690	2.7023
4690.5	2.617
4691	2.651
4691.5	2.6466
4692	2.6457
4692.5	2.6527
4693	2.6677
4693.5	2.649
4694	2.6701
4694.5	2.6593
4695	2.6664
4695.5	2.6635
4696	2.6517
4696.5	2.6534
4697	2.6512
4697.5	2.6478
4698	2.6534
4698.5	2.6551
4699	2.6691
4699.5	2.6277
4700	2.6633
4700.5	2.6429
4701	2.657
4701.5	2.6425
4702	2.6302
4702.5	2.6171
4703	2.6068
4703.5	2.6499
4704	2.6895
4704.5	2.6484
4705	2.6535
4705.5	2.6408
4706	2.636
4706.5	2.6659
4707	2.6844
4707.5	2.662
4708	2.6562
4708.5	2.6512
4709	2.6609
4709.5	2.644
4710	2.6448
4710.5	2.6451
4711	2.654
4711.5	2.6844
4712	2.6729
4712.5	2.6613
4713	2.6562
4713.5	2.6381
4714	2.6509
4714.5	2.6461
4715	2.6343
4715.5	2.6214
4716	2.6292
4716.5	2.5821
4717	2.552
4717.5	2.5494
4718	2.6042
4718.5	2.4245
4719	2.2446
4719.5	2.5969
4720	2.5645
4720.5	2.5402
4721	2.5518
4721.5	2.6086
4722	2.6715
4722.5	2.5058
4723	2.5112
4723.5	2.5647
4724	2.5682
4724.5	2.5263
4725	2.6103
4725.5	2.6082
4726	2.5928
4726.5	2.587
4727	2.5847
4727.5	2.6059
4728	2.6052
4728.5	2.6148
4729	2.6167
4729.5	2.6288
4730	2.618
4730.5	2.6045
4731	2.6212
4731.5	2.6274
4732	2.5997
4732.5	2.6153
4733	2.4496
4733.5	2.6526
4734	2.6065
4734.5	2.6368
4735	2.6539
4735.5	2.6097
4736	2.5721
4736.5	2.5757
4737	2.5908
4737.5	2.5769
4738	2.5522
4738.5	2.5087
4739	2.5574
4739.5	2.5358
4740	2.5787
4740.5	2.5655
4741	2.5768
4741.5	2.5998
4742	2.6483
4742.5	2.6402
4743	2.6198
4743.5	2.6067
4744	2.5924
4744.5	2.6365
4745	2.6258
4745.5	2.6362
4746	2.6217
4746.5	2.5998
4747	2.5816
4747.5	2.5482
4748	2.5982
4748.5	2.62
4749	2.6177
4749.5	2.6201
4750	2.6241
4750.5	2.6223
4751	2.64
4751.5	2.6159
4752	2.6947
4752.5	2.644
4753	2.5489
4753.5	2.5604
4754	2.5754
4754.5	2.6012
4755	2.6192
4755.5	2.6201
4756	2.6178
4756.5	2.6082
4757	2.6153
4757.5	2.6421
4758	2.6272
4758.5	2.6144
4759	2.6362
4759.5	2.6249
4760	2.6106
4760.5	2.6045
4761	2.5735
4761.5	2.5604
4762	2.5944
4762.5	2.5717
4763	2.5881
4763.5	2.6021
4764	2.5998
4764.5	2.5967
4765	2.6107
4765.5	2.5833
4766	2.574
4766.5	2.5847
4767	2.5945
4767.5	2.5973
4768	2.5988
4768.5	2.5695
4769	2.5779
4769.5	2.6449
4770	2.644
4770.5	2.6526
4771	2.6291
4771.5	2.5653
4772	2.6431
4772.5	2.6677
4773	2.6273
4773.5	2.5224
4774	2.6273
4774.5	2.6139
4775	2.6333
4775.5	2.6471
4776	2.618
4776.5	2.6002
4777	2.6127
4777.5	2.4382
4778	2.6548
4778.5	2.6352
4779	2.6311
4779.5	2.6304
4780	2.6374
4780.5	2.6173
4781	2.6238
4781.5	2.6198
4782	2.5862
4782.5	2.6282
4783	2.6389
4783.5	2.6177
4784	2.61
4784.5	2.6354
4785	2.6278
4785.5	2.6559
4786	2.6605
4786.5	2.6753
4787	2.7676
4787.5	2.6392
4788	2.645
4788.5	2.6024
4789	2.5973
4789.5	2.6275
4790	2.642
4790.5	2.634
4791	2.5934
4791.5	2.65
4792	2.6109
4792.5	2.608
4793	2.6096
4793.5	2.6085
4794	2.6151
4794.5	2.6132
4795	2.5847
4795.5	2.5771
4796	2.5919
4796.5	2.6134
4797	2.6021
4797.5	2.6049
4798	2.5665
4798.5	2.5316
4799	2.5496
4799.5	2.6019
4800	2.5695
4800.5	2.5633
4801	2.5612
4801.5	2.548
4802	2.5576
4802.5	2.483
4803	2.5549
4803.5	2.536
4804	2.5143
4804.5	2.5307
4805	2.5579
4805.5	2.5587
4806	2.4686
4806.5	2.4784
4807	2.4573
4807.5	2.4577
4808	2.4813
4808.5	2.4792
4809	2.5262
4809.5	2.5712
4810	2.5845
4810.5	2.5098
4811	2.5076
4811.5	2.5073
4812	2.4975
4812.5	2.546
4813	2.5022
4813.5	2.4504
4814	2.4035
4814.5	2.4067
4815	2.5869
4815.5	2.5507
4816	2.4776
4816.5	2.4213
4817	2.5105
4817.5	2.5812
4818	2.5472
4818.5	2.5484
4819	2.5355
4819.5	2.5684
4820	2.6305
4820.5	2.6374
4821	2.5803
4821.5	2.3659
4822	2.4074
4822.5	2.6624
4823	2.7135
4823.5	2.6619
4824	2.6008
4824.5	2.6169
4825	2.5924
4825.5	2.6206
4826	2.6571
4826.5	2.6267
4827	2.618
4827.5	2.6011
4828	2.6559
4828.5	2.6489
4829	2.5787
4829.5	2.6354
4830	2.6536
4830.5	2.6218
4831	2.5885
4831.5	2.6024
4832	2.5927
4832.5	2.5357
4833	2.6276
4833.5	2.6268
4834	2.625
4834.5	2.6227
4835	2.5981
4835.5	2.6115
4836	2.5456
4836.5	2.6221
4837	2.6103
4837.5	2.6073
4838	2.6091
4838.5	2.6182
4839	2.5828
4839.5	2.5905
4840	2.6927
4840.5	2.6095
4841	2.6199
4841.5	2.5938
4842	2.5973
4842.5	2.6008
4843	2.6204
4843.5	2.635
4844	2.6257
4844.5	2.6288
4845	2.6376
4845.5	2.6278
4846	2.59
4846.5	2.6247
4847	2.6468
4847.5	2.6294
4848	2.6318
4848.5	2.6062
4849	2.6217
4849.5	2.6301
4850	2.6547
4850.5	2.6688
4851	2.6553
4851.5	2.7273
4852	2.6678
4852.5	2.654
4853	2.6482
4853.5	2.6254
4854	2.6141
4854.5	2.5976
4855	2.6348
4855.5	2.685
4856	2.6614
4856.5	2.6131
4857	2.6216
4857.5	2.6239
4858	2.624
4858.5	2.6432
4859	2.6452
4859.5	2.6657
4860	2.6509
4860.5	2.6421
4861	2.6141
4861.5	2.6357
4862	2.635
4862.5	2.6355
4863	2.6504
4863.5	2.6503
4864	2.6385
4864.5	2.645
4865	2.6208
4865.5	2.6209
4866	2.6324
4866.5	2.6294
4867	2.64
4867.5	2.6397
4868	2.6405
4868.5	2.6585
4869	2.6451
4869.5	2.6526
4870	2.6611
4870.5	2.6877
4871	2.6132
4871.5	2.6213
4872	2.6314
4872.5	2.6349
4873	2.658
4873.5	2.6628
4874	2.6515
4874.5	2.6644
4875	2.6765
4875.5	2.6609
4876	2.6647
4876.5	2.6468
4877	2.6368
4877.5	2.6408
4878	2.655
4878.5	2.6409
4879	2.6441
4879.5	2.6235
4880	2.6374
4880.5	2.7389
4881	2.7118
4881.5	2.6367
4882	2.6297
4882.5	2.6268
4883	2.6237
4883.5	2.6451
4884	2.619
4884.5	2.6452
4885	2.6475
4885.5	2.6575
4886	2.5187
4886.5	2.6906
4887	2.6659
4887.5	2.6431
4888	2.6125
4888.5	2.7814
4889	2.6787
4889.5	2.6598
4890	2.6498
4890.5	2.6574
4891	2.6283
4891.5	2.634
4892	2.6242
4892.5	2.6155
4893	2.6228
4893.5	2.619
4894	2.6188
4894.5	2.6309
4895	2.6585
4895.5	2.6516
4896	2.6252
4896.5	2.6327
4897	2.6433
4897.5	2.6551
4898	2.6497
4898.5	2.6442
4899	2.6468
4899.5	2.6517
4900	2.6451
4900.5	2.6258
4901	2.6681
4901.5	2.67
4902	2.6466
4902.5	2.6415
4903	2.628
